table_name,column_name,data_type,is_nullable,column_default,constraint_type,foreign_table,foreign_column
yarn_inventory,quantity,numeric,YES,0,null,null,null
yarn_inventory,color,text,YES,null,null,null,null
yarn_inventory,denier,integer,YES,null,null,null,null
yarn_inventory,width_mm,numeric,YES,null,null,null,null
yarn_types,id,uuid,NO,gen_random_uuid(),PRIMARY KEY,null,null
yarn_types,name,text,NO,null,null,null,null
yarn_types,sku,text,YES,null,UNIQUE,null,null
yarn_types,denier,integer,NO,null,null,null,null
yarn_types,color,text,YES,null,null,null,null
yarn_types,standard_weight,numeric,YES,null,null,null,null
yarn_types,created_at,timestamp with time zone,YES,now(),null,null,null
